index,gender,age,student_since,nationality,school_education,attended_university,year,month,semester
3709,male,28,2018-03-27,Syria,Upper secondary education (11-13 school years),TRUE,2018,3,1H
3679,male,23,2018-03-27,Syria,Upper secondary education (11-13 school years),FALSE,2018,3,1H
3720,male,21,2018-03-27,Syria,Upper secondary education (11-13 school years),FALSE,2018,3,1H
3684,male,33,2018-03-27,Germany,Upper secondary education (11-13 school years),TRUE,2018,3,1H
3687,male,34,2018-03-27,Syria,Upper secondary education (11-13 school years),TRUE,2018,3,1H
3686,male,30,2018-03-27,Syria,Primary education (4-7 school years),FALSE,2018,3,1H
3710,male,24,2018-03-27,Syria,Upper secondary education (11-13 school years),TRUE,2018,3,1H
3689,male,36,2018-03-27,Ethiopia,Upper secondary education (11-13 school years),FALSE,2018,3,1H
3703,female,23,2018-03-27,Jordan,Upper secondary education (11-13 school years),TRUE,2018,3,1H
3701,male,31,2018-03-27,Eritrea,Lower secondary education (7-11 school years),TRUE,2018,3,1H
3704,male,35,2018-03-27,Eritrea,Lower secondary education (7-11 school years),TRUE,2018,3,1H
3715,male,27,2018-03-28,Syria,Upper secondary education (11-13 school years),TRUE,2018,3,1H
3695,male,21,2018-03-28,Somalia,Primary education (4-7 school years),FALSE,2018,3,1H
3617,female,26,2018-03-28,Syria,Upper secondary education (11-13 school years),TRUE,2018,3,1H
3696,male,22,2018-03-28,Algeria,Upper secondary education (11-13 school years),TRUE,2018,3,1H
3721,male,25,2018-03-28,Syria,Lower secondary education (7-11 school years),FALSE,2018,3,1H
3719,male,18,2018-03-29,Syria,Lower secondary education (7-11 school years),FALSE,2018,3,1H
3718,male,30,2018-03-30,Iraq,Upper secondary education (11-13 school years),TRUE,2018,3,1H
3681,male,22,2018-03-30,Somalia,Lower secondary education (7-11 school years),FALSE,2018,3,1H
3688,male,23,2018-03-31,Turkey,Upper secondary education (11-13 school years),TRUE,2018,3,1H
3629,male,21,2018-03-31,Syria,Upper secondary education (11-13 school years),FALSE,2018,3,1H
3664,male,34,2018-04-01,Iraq,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3648,male,27,2018-04-04,Algeria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3708,male,19,2018-04-06,Turkey,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3670,male,62,2018-04-07,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3699,male,23,2018-04-07,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3706,male,28,2018-04-08,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3682,male,26,2018-04-09,Dem. Rep. Congo,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3731,female,24,2018-04-09,Jordan,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3729,male,22,2018-04-09,Afghanistan,I did not go to school,TRUE,2018,4,1H
3728,female,38,2018-04-09,Iran,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3726,male,25,2018-04-09,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3751,male,27,2018-04-09,Syria,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3725,female,36,2018-04-10,Iran,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3693,male,36,2018-04-10,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3740,female,24,2018-04-10,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3724,female,25,2018-04-10,Iran,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3748,male,26,2018-04-10,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3749,male,22,2018-04-10,Syria,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3734,male,38,2018-04-10,Afghanistan,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3750,male,29,2018-04-10,Afghanistan,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3761,female,24,2018-04-10,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3712,male,29,2018-04-10,Palestine,I did not go to school,TRUE,2018,4,1H
3762,male,22,2018-04-10,Afghanistan,Lower secondary education (7-11 school years),FALSE,2018,4,1H
3237,male,29,2018-04-10,Syria,Lower secondary education (7-11 school years),TRUE,2018,4,1H
3723,male,28,2018-04-10,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3732,male,21,2018-04-10,Syria,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3743,male,25,2018-04-10,Turkey,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3745,female,20,2018-04-11,Syria,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3746,male,33,2018-04-11,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3752,male,24,2018-04-11,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3690,male,19,2018-04-11,Palestine,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3433,male,42,2018-04-11,Ethiopia,Lower secondary education (7-11 school years),TRUE,2018,4,1H
3758,female,37,2018-04-11,Kenya,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3737,male,31,2018-04-11,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3410,male,24,2018-04-11,Lebanon,Lower secondary education (7-11 school years),TRUE,2018,4,1H
3760,male,31,2018-04-11,Ethiopia,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3713,male,32,2018-04-12,Syria,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3567,male,25,2018-04-12,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3336,male,27,2018-04-12,Palestine,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3333,male,36,2018-04-12,Gambia,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3735,male,39,2018-04-12,Sudan,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3291,female,31,2018-04-12,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3680,female,23,2018-04-12,Bangladesh,Lower secondary education (7-11 school years),TRUE,2018,4,1H
3357,male,26,2018-04-12,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3739,male,19,2018-04-13,Afghanistan,Lower secondary education (7-11 school years),FALSE,2018,4,1H
3722,male,28,2018-04-13,Iraq,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3764,male,26,2018-04-13,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3741,male,24,2018-04-13,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3506,male,22,2018-04-13,Syria,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3249,male,26,2018-04-13,Syria,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3730,male,31,2018-04-14,Syria,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3345,female,27,2018-04-14,Iraq,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3612,male,27,2018-04-14,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3340,male,30,2018-04-15,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3455,male,21,2018-04-17,Syria,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3738,male,46,2018-04-17,Syria,Lower secondary education (7-11 school years),FALSE,2018,4,1H
3763,male,24,2018-04-18,Bangladesh,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3527,male,26,2018-04-18,Syria,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3755,female,23,2018-04-18,Pakistan,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3727,male,29,2018-04-19,Jordan,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3754,male,43,2018-04-20,Peru,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3756,female,40,2018-04-20,Lebanon,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3753,male,21,2018-04-20,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3570,male,28,2018-04-20,Eritrea,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3736,female,27,2018-04-21,Ukraine,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3797,male,31,2018-04-23,Afghanistan,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3800,female,31,2018-04-23,Palestine,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3744,male,18,2018-04-23,Afghanistan,Lower secondary education (7-11 school years),FALSE,2018,4,1H
3742,male,29,2018-04-23,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3775,male,39,2018-04-23,Palestine,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3769,male,29,2018-04-23,Palestine,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3791,male,25,2018-04-23,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3766,male,29,2018-04-23,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3790,female,29,2018-04-23,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3765,female,35,2018-04-24,Russia,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3770,male,34,2018-04-24,Eritrea,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3541,female,39,2018-04-24,Iran,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3789,female,30,2018-04-24,Germany,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3757,male,16,2018-04-25,Afghanistan,Lower secondary education (7-11 school years),FALSE,2018,4,1H
3768,male,32,2018-04-25,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3767,male,32,2018-04-25,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3774,male,23,2018-04-25,Turkey,Upper secondary education (11-13 school years),TRUE,2018,4,1H
1569,female,34,2018-04-26,Iran,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3794,male,25,2018-04-26,Afghanistan,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3773,female,34,2018-04-26,Iraq,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3796,male,29,2018-04-26,Burundi,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3272,male,21,2018-04-27,Syria,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3787,male,39,2018-04-27,Côte d'Ivoire,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3777,male,26,2018-04-27,Afghanistan,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3778,male,28,2018-04-27,Syria,Lower secondary education (7-11 school years),FALSE,2018,4,1H
3779,male,24,2018-04-27,Somalia,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3658,male,31,2018-04-27,Jordan,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3783,male,23,2018-04-28,Afghanistan,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3310,female,31,2018-04-28,El Salvador,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3672,male,28,2018-04-28,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3795,male,34,2018-04-29,Cameroon,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3780,male,29,2018-04-29,Syria,Upper secondary education (11-13 school years),TRUE,2018,4,1H
3781,male,35,2018-04-29,Syria,Upper secondary education (11-13 school years),FALSE,2018,4,1H
3678,male,22,2018-05-01,Lebanon,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3776,male,30,2018-05-03,Afghanistan,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3782,male,21,2018-05-03,Syria,Lower secondary education (7-11 school years),FALSE,2018,5,1H
3801,male,24,2018-05-03,Syria,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3055,male,23,2018-05-04,Iraq,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3786,female,24,2018-05-05,Palestine,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3828,male,30,2018-05-07,Afghanistan,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3827,male,38,2018-05-07,Syria,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3825,male,33,2018-05-07,Sudan,Lower secondary education (7-11 school years),FALSE,2018,5,1H
3804,male,28,2018-05-07,Afghanistan,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3808,male,24,2018-05-07,Syria,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3809,female,17,2018-05-07,Iraq,Primary education (4-7 school years),FALSE,2018,5,1H
3810,male,21,2018-05-07,Somalia,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3814,male,46,2018-05-08,Pakistan,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3806,male,28,2018-05-08,Afghanistan,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3831,male,34,2018-05-08,Yemen,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3821,male,29,2018-05-08,Syria,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3152,male,31,2018-05-08,Nigeria,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3092,female,28,2018-05-09,Afghanistan,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3829,male,24,2018-05-09,Syria,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3823,male,32,2018-05-09,Syria,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3339,male,22,2018-05-09,Syria,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3398,male,25,2018-05-09,Germany,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3820,male,19,2018-05-10,Afghanistan,Lower secondary education (7-11 school years),FALSE,2018,5,1H
3818,female,33,2018-05-10,Russia,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3826,male,26,2018-05-11,Syria,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3812,male,39,2018-05-12,Somalia,Lower secondary education (7-11 school years),FALSE,2018,5,1H
3824,male,26,2018-05-14,Syria,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3798,male,27,2018-05-14,Dem. Rep. Congo,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3817,male,22,2018-05-15,Syria,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3802,male,30,2018-05-16,Somalia,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3813,female,26,2018-05-17,Syria,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3830,male,33,2018-05-18,Ethiopia,Lower secondary education (7-11 school years),FALSE,2018,5,1H
3811,male,32,2018-05-20,Syria,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3854,male,30,2018-05-22,Afghanistan,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3850,male,29,2018-05-22,Afghanistan,Lower secondary education (7-11 school years),TRUE,2018,5,1H
3837,male,35,2018-05-22,Syria,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3863,male,32,2018-05-22,Syria,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3855,male,30,2018-05-22,Yemen,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3834,female,20,2018-05-22,Syria,Lower secondary education (7-11 school years),FALSE,2018,5,1H
3836,male,21,2018-05-22,Syria,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3862,female,22,2018-05-23,Libya,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3851,male,26,2018-05-23,Syria,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3609,female,22,2018-05-23,Jordan,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3822,female,35,2018-05-23,Syria,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3832,male,23,2018-05-24,Syria,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3838,male,27,2018-05-24,Iran,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3842,male,27,2018-05-24,Lebanon,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3843,male,30,2018-05-24,Nigeria,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3815,male,26,2018-05-24,Syria,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3616,female,24,2018-05-24,Syria,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3258,female,23,2018-05-24,Syria,Lower secondary education (7-11 school years),FALSE,2018,5,1H
3846,male,26,2018-05-24,Syria,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3819,male,34,2018-05-25,Jordan,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3848,male,26,2018-05-25,S. Sudan,Upper secondary education (11-13 school years),FALSE,2018,5,1H
2546,male,33,2018-05-25,Palestine,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3844,male,24,2018-05-25,Afghanistan,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3097,male,40,2018-05-25,Sudan,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3845,female,30,2018-05-26,Pakistan,Lower secondary education (7-11 school years),TRUE,2018,5,1H
3856,male,26,2018-05-27,Syria,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3221,male,27,2018-05-27,Iraq,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3784,male,21,2018-05-29,Syria,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3857,male,29,2018-05-29,Dem. Rep. Congo,Lower secondary education (7-11 school years),FALSE,2018,5,1H
3853,female,21,2018-05-29,Syria,Upper secondary education (11-13 school years),FALSE,2018,5,1H
3586,male,35,2018-05-30,Syria,Upper secondary education (11-13 school years),TRUE,2018,5,1H
3849,female,25,2018-06-01,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3860,female,21,2018-06-04,Syria,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3841,male,28,2018-06-05,Iraq,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3861,male,36,2018-06-06,Jordan,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3711,male,22,2018-06-08,Turkey,Lower secondary education (7-11 school years),FALSE,2018,6,1H
3839,male,25,2018-06-08,Iraq,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3477,male,34,2018-06-10,Syria,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3893,male,23,2018-06-11,Russia,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3881,male,27,2018-06-11,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3874,male,19,2018-06-11,Pakistan,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3875,male,33,2018-06-11,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3888,male,28,2018-06-11,Eritrea,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3901,male,23,2018-06-11,Turkey,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3871,female,29,2018-06-11,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3866,male,25,2018-06-11,Myanmar,Primary education (4-7 school years),FALSE,2018,6,1H
3868,male,39,2018-06-11,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3895,male,31,2018-06-11,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3833,male,17,2018-06-12,Afghanistan,Primary education (4-7 school years),FALSE,2018,6,1H
3877,female,22,2018-06-12,Syria,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3870,male,35,2018-06-12,Germany,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3898,female,23,2018-06-12,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3897,male,22,2018-06-12,Pakistan,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3876,male,28,2018-06-12,Yemen,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3878,male,23,2018-06-12,Somalia,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3865,female,23,2018-06-12,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3892,male,28,2018-06-12,Dem. Rep. Congo,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3889,male,43,2018-06-12,Ukraine,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3886,male,28,2018-06-12,Syria,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3900,male,32,2018-06-13,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3884,female,29,2018-06-13,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3872,male,32,2018-06-13,Egypt,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3867,female,22,2018-06-14,Jordan,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3805,female,39,2018-06-14,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3883,male,24,2018-06-14,Syria,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3899,male,20,2018-06-14,Jordan,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3885,male,23,2018-06-15,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3879,male,17,2018-06-16,Somalia,Lower secondary education (7-11 school years),FALSE,2018,6,1H
3759,female,19,2018-06-16,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3902,male,45,2018-06-17,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3864,female,26,2018-06-17,Syria,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3840,male,24,2018-06-18,Syria,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3869,male,21,2018-06-20,Palestine,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3772,male,37,2018-06-22,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3859,female,20,2018-06-22,Syria,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3858,male,35,2018-06-23,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3785,male,24,2018-06-25,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3917,male,20,2018-06-25,Syria,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3906,female,21,2018-06-25,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3873,male,25,2018-06-25,Afghanistan,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3924,male,26,2018-06-25,Somalia,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3904,male,26,2018-06-25,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3926,male,28,2018-06-25,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3916,male,28,2018-06-25,Afghanistan,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3933,male,36,2018-06-25,Zimbabwe,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3927,male,33,2018-06-25,Tajikistan,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3936,male,22,2018-06-26,Somalia,Lower secondary education (7-11 school years),FALSE,2018,6,1H
3880,female,17,2018-06-26,Syria,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3915,male,39,2018-06-26,Iraq,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3910,male,20,2018-06-26,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3905,female,35,2018-06-26,Iran,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3923,male,31,2018-06-26,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3919,male,23,2018-06-26,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3928,male,23,2018-06-26,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3930,male,26,2018-06-27,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3852,male,22,2018-06-27,Syria,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3925,male,40,2018-06-27,Syria,Lower secondary education (7-11 school years),FALSE,2018,6,1H
3918,male,31,2018-06-27,Afghanistan,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3908,male,20,2018-06-27,Syria,Primary education (4-7 school years),FALSE,2018,6,1H
3909,male,27,2018-06-27,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3921,male,19,2018-06-28,Syria,Lower secondary education (7-11 school years),TRUE,2018,6,1H
3907,male,27,2018-06-28,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3503,female,27,2018-06-28,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3913,female,51,2018-06-29,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
2838,female,24,2018-06-29,Syria,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3903,male,28,2018-06-29,Afghanistan,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3896,male,27,2018-06-29,Iraq,Upper secondary education (11-13 school years),FALSE,2018,6,1H
8,male,26,2018-06-29,Palestine,,UNKNOWN,2018,6,1H
3920,female,23,2018-06-29,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3887,female,25,2018-06-29,Ethiopia,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3911,male,24,2018-06-30,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3939,male,35,2018-06-30,Iran,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3912,male,24,2018-06-30,Syria,Upper secondary education (11-13 school years),TRUE,2018,6,1H
3937,male,23,2018-06-30,Somalia,Upper secondary education (11-13 school years),FALSE,2018,6,1H
3552,male,32,2018-07-02,Iraq,Upper secondary education (11-13 school years),TRUE,2018,7,2H
3934,male,40,2018-07-02,Cameroon,Upper secondary education (11-13 school years),TRUE,2018,7,2H
1994,male,27,2018-07-02,Jordan,Upper secondary education (11-13 school years),TRUE,2018,7,2H
1939,female,23,2018-07-03,Palestine,Upper secondary education (11-13 school years),FALSE,2018,7,2H
3894,male,21,2018-07-06,Somalia,Upper secondary education (11-13 school years),FALSE,2018,7,2H
3993,male,23,2018-07-09,Turkey,Upper secondary education (11-13 school years),TRUE,2018,7,2H
3929,male,35,2018-07-09,Syria,Upper secondary education (11-13 school years),TRUE,2018,7,2H
3998,male,41,2018-07-09,Burundi,Upper secondary education (11-13 school years),FALSE,2018,7,2H
3988,male,22,2018-07-09,Jordan,Upper secondary education (11-13 school years),TRUE,2018,7,2H
3986,female,27,2018-07-09,Morocco,Upper secondary education (11-13 school years),FALSE,2018,7,2H
3953,female,33,2018-07-09,Iran,Upper secondary education (11-13 school years),FALSE,2018,7,2H
3944,male,25,2018-07-09,Lebanon,Upper secondary education (11-13 school years),TRUE,2018,7,2H
3967,male,21,2018-07-09,Syria,Upper secondary education (11-13 school years),FALSE,2018,7,2H
3947,male,33,2018-07-09,Iran,Upper secondary education (11-13 school years),TRUE,2018,7,2H
3957,female,26,2018-07-09,Jordan,Upper secondary education (11-13 school years),FALSE,2018,7,2H
3948,male,24,2018-07-09,Syria,Upper secondary education (11-13 school years),TRUE,2018,7,2H
3952,male,23,2018-07-09,Syria,Upper secondary education (11-13 school years),TRUE,2018,7,2H
3816,female,31,2018-07-10,Syria,Upper secondary education (11-13 school years),TRUE,2018,7,2H
3995,female,27,2018-07-10,Turkey,Upper secondary education (11-13 school years),TRUE,2018,7,2H
3990,male,25,2018-07-10,Syria,Upper secondary education (11-13 school years),TRUE,2018,7,2H
3951,female,24,2018-07-10,El Salvador,Upper secondary education (11-13 school years),FALSE,2018,7,2H
3973,male,21,2018-07-10,Syria,Upper secondary education (11-13 school years),FALSE,2018,7,2H
3985,male,31,2018-07-10,Morocco,Upper secondary education (11-13 school years),TRUE,2018,7,2H
3950,male,25,2018-07-10,Somalia,Lower secondary education (7-11 school years),FALSE,2018,7,2H
3989,male,21,2018-07-11,Afghanistan,Lower secondary education (7-11 school years),FALSE,2018,7,2H
3982,male,29,2018-07-11,Burundi,Upper secondary education (11-13 school years),FALSE,2018,7,2H
3963,female,20,2018-07-11,Syria,Upper secondary education (11-13 school years),FALSE,2018,7,2H
3954,male,19,2018-07-11,Burundi,Upper secondary education (11-13 school years),TRUE,2018,7,2H
3955,male,26,2018-07-11,Burundi,Upper secondary education (11-13 school years),TRUE,2018,7,2H
3999,male,26,2018-07-11,Syria,Upper secondary education (11-13 school years),FALSE,2018,7,2H
3943,female,21,2018-07-12,Syria,Upper secondary education (11-13 school years),FALSE,2018,7,2H
