gender,age,student_since,nationality,school_education,attended_university	
male,21,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,29,4/10/2018,Syrian Arab Republic,Lower secondary education (7-11 school years),TRUE	
male,33,12/22/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,25,12/22/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,26,8/23/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,31,12/20/2017,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
male,25,12/20/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,12/21/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,30,12/20/2017,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
male,25,12/19/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,40,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,38,12/19/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,12/19/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,26,4/13/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,47,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,23,12/19/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,29,12/19/2017,Western Sahara,Upper secondary education (11-13 school years),TRUE	
male,28,11/20/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,40,12/24/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,35,12/24/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,31,12/20/2017,Cameroon,Upper secondary education (11-13 school years),TRUE	
male,30,12/19/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,23,5/24/2018,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
female,19,1/8/2018,Pakistan,Upper secondary education (11-13 school years),FALSE	
male,28,12/27/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,12/19/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,19,12/20/2017,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
female,23,1/16/2018,Zimbabwe,Upper secondary education (11-13 school years),TRUE	
male,25,12/19/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,29,12/24/2017,Iran (Islamic Republic of),Upper secondary education (11-13 school years),TRUE	
male,22,3/4/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,30,12/19/2017,Somalia,Upper secondary education (11-13 school years),FALSE	
male,30,12/20/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,20,12/19/2017,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,35,12/22/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,12/20/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,21,4/27/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,27,12/20/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,2/18/2018,Iraq,Upper secondary education (11-13 school years),TRUE	
male,27,12/22/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,34,12/19/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
other,29,12/20/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,23,12/27/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,12/19/2017,Turkey,Upper secondary education (11-13 school years),TRUE	
male,33,12/20/2017,Morocco,Upper secondary education (11-13 school years),TRUE	
male,33,12/25/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,12/19/2017,Iran (Islamic Republic of),Upper secondary education (11-13 school years),FALSE	
female,26,1/4/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),FALSE	
male,42,12/20/2017,Turkey,Upper secondary education (11-13 school years),FALSE	
male,30,12/21/2017,Somalia,Upper secondary education (11-13 school years),TRUE	
male,30,12/19/2017,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,25,12/19/2017,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,26,12/21/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,19,1/8/2018,Gambia,Primary education (4-7 school years),FALSE	
female,30,1/13/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,31,4/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,30,12/30/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,32,1/8/2018,Sudan,Upper secondary education (11-13 school years),TRUE	
female,41,1/23/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),TRUE	
male,26,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,28,1/8/2018,Angola,Upper secondary education (11-13 school years),TRUE	
female,23,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,32,1/17/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,32,1/10/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),TRUE	
male,32,1/10/2018,Germany,Upper secondary education (11-13 school years),TRUE	
male,30,1/9/2018,Jordan,Upper secondary education (11-13 school years),TRUE	
male,22,1/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,8/9/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,31,1/11/2018,Syrian Arab Republic,Lower secondary education (7-11 school years),TRUE	
male,27,1/9/2018,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
male,22,1/13/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,64,3/22/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,21,1/31/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,24,1/9/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,31,4/28/2018,El Salvador,Upper secondary education (11-13 school years),TRUE	
male,29,1/9/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,43,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,26,8/5/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,21,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,31,1/10/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,1/12/2018,Kenya,Upper secondary education (11-13 school years),FALSE	
male,29,1/23/2018,South Sudan,Upper secondary education (11-13 school years),FALSE	
male,30,1/10/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,25,1/11/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,21,1/18/2018,Afghanistan,Lower secondary education (7-11 school years),FALSE	
male,29,1/10/2018,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
male,32,2/15/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,1/10/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,23,1/8/2018,Bangladesh,Upper secondary education (11-13 school years),TRUE	
male,27,1/9/2018,Germany,Upper secondary education (11-13 school years),TRUE	
male,31,1/23/2018,Syrian Arab Republic,Lower secondary education (7-11 school years),TRUE	
male,37,1/8/2018,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
male,26,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,34,1/16/2018,Sudan,Upper secondary education (11-13 school years),FALSE	
male,26,2/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,23,3/9/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,36,4/12/2018,Gambia,Upper secondary education (11-13 school years),TRUE	
male,26,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,29,1/11/2018,Germany,Upper secondary education (11-13 school years),FALSE	
male,27,4/12/2018,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
male,29,1/10/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,1/13/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,22,5/9/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,30,4/15/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,29,3/6/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,23,1/13/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,27,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,34,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,27,4/14/2018,Iraq,Upper secondary education (11-13 school years),TRUE	
female,24,1/16/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,27,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,26,1/16/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,29,1/18/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,37,1/9/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),FALSE	
female,24,1/28/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,31,1/16/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,1/8/2018,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,29,1/14/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,1/17/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,26,4/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,1/10/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,23,1/10/2018,Afghanistan,Upper secondary education (11-13 school years),TRUE	
female,23,1/11/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),FALSE	
male,22,1/9/2018,"Palestine, State of",Upper secondary education (11-13 school years),FALSE
male,24,1/16/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,26,2/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,39,1/16/2018,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
female,24,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,27,3/20/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,23,1/8/2018,Syrian Arab Republic,I did not go to school,FALSE	
male,36,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,23,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,29,1/23/2018,Bangladesh,Upper secondary education (11-13 school years),TRUE	
male,33,2/21/2018,Sudan,Upper secondary education (11-13 school years),FALSE	
male,38,1/10/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,1/15/2018,Afghanistan,Primary education (4-7 school years),FALSE	
male,30,1/9/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,1/9/2018,Pakistan,Upper secondary education (11-13 school years),TRUE	
male,26,8/19/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,19,1/14/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,27,1/24/2018,Jordan,Upper secondary education (11-13 school years),TRUE	
male,35,1/8/2018,Yemen,I did not go to school,TRUE	
female,22,1/16/2018,Iran (Islamic Republic of),Lower secondary education (7-11 school years),FALSE	
male,27,9/15/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,1/8/2018,Congo (Democratic Republic of the),Upper secondary education (11-13 school years),FALSE	
male,20,1/9/2018,Somalia,Lower secondary education (7-11 school years),FALSE	
male,30,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,30,2/3/2018,South Sudan,Upper secondary education (11-13 school years),FALSE	
male,32,1/9/2018,Burundi,Upper secondary education (11-13 school years),FALSE	
male,26,1/15/2018,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,24,1/16/2018,South Sudan,Upper secondary education (11-13 school years),FALSE	
male,30,1/16/2018,Sudan,Upper secondary education (11-13 school years),FALSE	
male,37,1/10/2018,Bangladesh,Upper secondary education (11-13 school years),TRUE	
male,33,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,1/14/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,26,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,23,1/10/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,28,1/10/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,1/9/2018,Burundi,Upper secondary education (11-13 school years),FALSE	
female,18,1/16/2018,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,25,5/9/2018,Germany,Upper secondary education (11-13 school years),TRUE	
male,29,1/8/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,42,1/9/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),TRUE	
female,27,10/9/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),FALSE	
male,22,1/10/2018,Pakistan,Upper secondary education (11-13 school years),FALSE	
male,17,1/15/2018,Iran (Islamic Republic of),Lower secondary education (7-11 school years),FALSE	
male,31,2/20/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,5/11/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,43,1/22/2018,Pakistan,Upper secondary education (11-13 school years),TRUE	
female,21,1/22/2018,Germany,Upper secondary education (11-13 school years),TRUE	
male,31,1/22/2018,Somalia,Lower secondary education (7-11 school years),FALSE	
male,29,1/22/2018,Somalia,Lower secondary education (7-11 school years),FALSE	
male,24,4/11/2018,Lebanon,Lower secondary education (7-11 school years),TRUE	
male,20,1/24/2018,Afghanistan,Lower secondary education (7-11 school years),FALSE	
male,36,1/23/2018,Iraq,Upper secondary education (11-13 school years),FALSE	
male,36,1/30/2018,Cameroon,Upper secondary education (11-13 school years),TRUE	
male,22,1/23/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),TRUE	
female,24,1/23/2018,Somalia,Upper secondary education (11-13 school years),FALSE	
male,23,1/22/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,1/31/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,40,1/23/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,2/4/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,23,1/26/2018,Jordan,Upper secondary education (11-13 school years),FALSE	
other,45,2/3/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,1/22/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,1/30/2018,Bangladesh,Upper secondary education (11-13 school years),TRUE	
female,26,1/24/2018,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
male,31,2/12/2018,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,23,1/22/2018,Afghanistan,Upper secondary education (11-13 school years),FALSE	
female,29,1/22/2018,Somalia,Upper secondary education (11-13 school years),FALSE	
male,23,1/25/2018,Jordan,Upper secondary education (11-13 school years),TRUE	
female,23,1/22/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,24,2/14/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,1/27/2018,Syrian Arab Republic,Lower secondary education (7-11 school years),FALSE	
male,26,1/22/2018,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,42,4/11/2018,Ethiopia,Lower secondary education (7-11 school years),TRUE	
male,38,1/22/2018,Turkey,Upper secondary education (11-13 school years),TRUE	
female,22,1/24/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,29,1/24/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,23,1/23/2018,Bangladesh,Upper secondary education (11-13 school years),TRUE	
female,24,1/23/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),FALSE	
male,18,1/25/2018,Turkey,Lower secondary education (7-11 school years),FALSE	
male,22,1/22/2018,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,24,1/23/2018,Somalia,Upper secondary education (11-13 school years),FALSE	
male,26,1/28/2018,Sudan,Upper secondary education (11-13 school years),FALSE	
male,24,1/22/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,27,1/24/2018,Germany,Upper secondary education (11-13 school years),TRUE	
male,22,1/22/2018,Syrian Arab Republic,Primary education (4-7 school years),FALSE	
female,23,1/22/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),TRUE	
male,26,1/22/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),TRUE	
female,27,1/22/2018,Congo (Democratic Republic of the),Upper secondary education (11-13 school years),TRUE	
male,30,1/23/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,30,1/22/2018,Afghanistan,Upper secondary education (11-13 school years),TRUE	
female,35,7/31/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,40,1/22/2018,Mauritania,Upper secondary education (11-13 school years),TRUE	
male,26,1/25/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,24,1/23/2018,Congo (Democratic Republic of the),Upper secondary education (11-13 school years),FALSE	
male,21,4/17/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,25,1/24/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,36,1/24/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),TRUE	
male,19,2/13/2018,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,25,1/31/2018,Sudan,Upper secondary education (11-13 school years),TRUE	
female,26,11/28/2018,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,45,2/1/2018,Nigeria,Upper secondary education (11-13 school years),FALSE	
female,19,1/27/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,37,1/25/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,39,2/9/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,24,1/25/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),TRUE	
female,18,1/25/2018,Jordan,I did not go to school,TRUE	
male,26,1/22/2018,Syrian Arab Republic,Primary education (4-7 school years),FALSE	
male,26,1/22/2018,Somalia,Upper secondary education (11-13 school years),FALSE	
male,23,2/5/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,29,2/12/2018,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,29,2/9/2018,Sudan,Upper secondary education (11-13 school years),FALSE	
female,20,2/7/2018,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,33,2/7/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,33,2/10/2018,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,20,2/6/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),FALSE	
male,44,2/6/2018,Syrian Arab Republic,I did not go to school,FALSE	
male,34,6/10/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,42,9/6/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,2/6/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,41,2/5/2018,Iran (Islamic Republic of),Lower secondary education (7-11 school years),FALSE	
male,25,2/6/2018,Congo (Democratic Republic of the),Upper secondary education (11-13 school years),FALSE	
male,17,2/5/2018,Iran (Islamic Republic of),Lower secondary education (7-11 school years),FALSE	
male,34,2/7/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,2/7/2018,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,25,2/5/2018,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,31,2/9/2018,Afghanistan,Upper secondary education (11-13 school years),TRUE	
female,47,2/13/2018,Kenya,Upper secondary education (11-13 school years),TRUE	
female,32,2/5/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,2/12/2018,Afghanistan,Upper secondary education (11-13 school years),TRUE	
female,28,2/5/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,2/7/2018,Pakistan,I did not go to school,FALSE	
female,34,2/5/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,38,2/6/2018,Saudi Arabia,Upper secondary education (11-13 school years),TRUE	
male,18,2/7/2018,Turkey,Upper secondary education (11-13 school years),TRUE	
male,24,2/8/2018,Somalia,Upper secondary education (11-13 school years),FALSE	
female,37,2/5/2018,Sudan,Upper secondary education (11-13 school years),TRUE	
male,27,2/18/2018,Sudan,Upper secondary education (11-13 school years),TRUE	
male,28,2/6/2018,Afghanistan,Upper secondary education (11-13 school years),TRUE	
female,23,2/6/2018,Pakistan,Upper secondary education (11-13 school years),TRUE	
male,28,2/8/2018,Jordan,Upper secondary education (11-13 school years),TRUE	
male,24,1/10/2019,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,38,2/7/2018,Ghana,Primary education (4-7 school years),FALSE	
female,27,6/28/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,36,2/27/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,2/14/2018,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,22,4/13/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,40,2/8/2018,Armenia,Lower secondary education (7-11 school years),TRUE	
female,24,3/4/2018,Germany,Upper secondary education (11-13 school years),TRUE	
male,32,2/7/2018,Germany,Upper secondary education (11-13 school years),TRUE	
male,26,2/5/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,2/21/2018,Congo (Democratic Republic of the),Upper secondary education (11-13 school years),FALSE	
male,37,2/6/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,2/5/2018,Somalia,Upper secondary education (11-13 school years),FALSE	
male,24,2/28/2018,Congo (Democratic Republic of the),Upper secondary education (11-13 school years),TRUE	
male,23,2/6/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,2/5/2018,Nigeria,Upper secondary education (11-13 school years),FALSE	
male,42,2/6/2018,Iraq,Upper secondary education (11-13 school years),TRUE	
female,36,3/10/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,2/9/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,2/14/2018,Afghanistan,Lower secondary education (7-11 school years),FALSE	
female,26,2/16/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,2/16/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,31,3/1/2018,Pakistan,Lower secondary education (7-11 school years),TRUE	
male,25,3/9/2018,Somalia,Upper secondary education (11-13 school years),FALSE	
male,24,2/13/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,26,3/13/2018,Uganda,Upper secondary education (11-13 school years),TRUE	
male,26,4/18/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,34,2/14/2018,Iraq,Upper secondary education (11-13 school years),FALSE	
female,27,2/13/2018,Nigeria,Upper secondary education (11-13 school years),FALSE	
male,30,2/13/2018,Sudan,Upper secondary education (11-13 school years),TRUE	
male,30,2/18/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,39,2/16/2018,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
male,24,2/12/2018,Germany,Upper secondary education (11-13 school years),TRUE	
male,31,2/16/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,40,2/16/2018,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,35,2/12/2018,Germany,Upper secondary education (11-13 school years),TRUE	
male,25,2/13/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,30,2/13/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,19,3/14/2018,Iraq,Upper secondary education (11-13 school years),FALSE	
male,27,2/28/2018,Pakistan,Upper secondary education (11-13 school years),TRUE	
female,39,4/24/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),TRUE	
female,29,2/12/2018,Somalia,Upper secondary education (11-13 school years),FALSE	
male,30,2/14/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),TRUE	
male,28,2/14/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,22,2/13/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,39,2/21/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,35,8/30/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,3/3/2018,Afghanistan,Lower secondary education (7-11 school years),FALSE	
female,23,2/26/2018,Jordan,Upper secondary education (11-13 school years),TRUE	
male,46,2/27/2018,Iraq,Upper secondary education (11-13 school years),FALSE	
male,34,2/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,32,7/2/2018,Iraq,Upper secondary education (11-13 school years),TRUE	
female,28,2/12/2018,Yemen,Upper secondary education (11-13 school years),TRUE	
male,18,2/23/2018,Afghanistan,Lower secondary education (7-11 school years),FALSE	
male,40,2/26/2018,Zimbabwe,Upper secondary education (11-13 school years),FALSE	
male,23,3/1/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
female,41,3/13/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,2/27/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,30,3/1/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,19,2/27/2018,Afghanistan,Lower secondary education (7-11 school years),FALSE	
female,20,2/27/2018,Jordan,Upper secondary education (11-13 school years),TRUE	
male,22,8/14/2018,Turkey,Upper secondary education (11-13 school years),TRUE	
male,29,2/26/2018,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
female,38,3/8/2018,Lebanon,Upper secondary education (11-13 school years),TRUE	
male,27,3/19/2018,Turkey,Upper secondary education (11-13 school years),TRUE	
male,23,2/27/2018,Afghanistan,Primary education (4-7 school years),FALSE	
male,25,4/12/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,2/28/2018,South Sudan,Upper secondary education (11-13 school years),TRUE	
female,23,2/27/2018,Iraq,Upper secondary education (11-13 school years),TRUE	
male,28,4/20/2018,Eritrea,Upper secondary education (11-13 school years),TRUE	
male,27,3/5/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,27,2/26/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,26,2/26/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),TRUE	
male,21,3/11/2018,Jordan,Upper secondary education (11-13 school years),TRUE	
male,23,2/27/2018,Afghanistan,Lower secondary education (7-11 school years),FALSE	
female,37,2/27/2018,Iran (Islamic Republic of),Upper secondary education (11-13 school years),TRUE	
