Case Number,PostalCode,Number in Household,# of Adults,# of Children,Quantity,Amount,Cubic Volume Total (Ft),Primary Segment,Appointment Date,Date/Time Opened,DAY,MONTH,YEAR
00004456,M9R3Y8,,2,,19,"$1,270.00 ",109.25,Formerly Homeless,,07/01/2016 10:19 AM,7,1,2016
00004271,M1G3T3,,2,,15,$860.00 ,86.25,Formerly Homeless,,14/12/2015 2:33 PM,14,12,2015
00004289,M9V2A6,,2,,6,$305.00 ,34.50,Women and/or Children,,15/12/2015 4:17 PM,15,12,2015
00002846,M1E1X2,7,2,5,12,$875.00 ,69.00,Other,,28/07/2015 9:05 AM,28,7,2015
00003029,M6M2E4,5,1,4,7,$420.00 ,40.25,Refugees,,17/08/2015 11:18 AM,17,8,2015
00003097,M3J1K7,,2,,22,"$1,595.00 ",126.50,Formerly Homeless,,21/08/2015 1:35 PM,21,8,2015
00003056,M9N2S4,5,1,4,23,"$1,535.00 ",132.25,Other,,18/08/2015 4:00 PM,18,8,2015
00002987,L6W3N9,5,2,3,28,"$1,935.00 ",161.00,Formerly Homeless,,11/08/2015 2:46 PM,11,8,2015
00003061,M3M2H3,1,1,0,11,$730.00 ,63.25,Mental Illness,,18/08/2015 6:58 PM,18,8,2015
00003068,M5T1P2,1,1,0,14,$890.00 ,80.50,Formerly Homeless,,19/08/2015 12:46 PM,19,8,2015
00003029,M6M2E4,5,1,4,1,$40.00 ,5.75,Refugees,,17/08/2015 11:18 AM,17,8,2015
00002997,M6A2M3,5,1,4,26,"$1,465.00 ",149.50,Women and/or Children,,12/08/2015 2:06 PM,12,8,2015
00003076,M4K3P6,,1,,16,$840.00 ,92.00,Formerly Homeless,,20/08/2015 9:55 AM,20,8,2015
00005327,M1L3N4,,1,,13,$685.00 ,74.75,Formerly Homeless,,23/03/2016 10:27 AM,23,3,2016
00005060,M4H1J4,4,2,2,17,$855.00 ,97.75,Immigrants,,01/03/2016 4:16 PM,1,3,2016
00005289,M1T1G5,4,1,3,22,"$1,400.00 ",126.50,Other,,18/03/2016 2:49 PM,18,3,2016
00005021,M1E3E2,,1,,13,$880.00 ,74.75,Other,,28/02/2016 3:24 PM,28,2,2016
00005150,M1R1S9,4,2,2,24,"$1,370.00 ",138.00,Immigrants,,07/03/2016 4:01 PM,7,3,2016
00005072,M4M1Y3,6,1,5,8,$685.00 ,46.00,Women and/or Children,,02/03/2016 11:42 AM,2,3,2016
00005030,M4X1G3,3,1,2,10,$865.00 ,57.50,Other,,29/02/2016 11:51 AM,29,2,2016
00005064,M1E4T7,,1,,6,$620.00 ,34.50,Other,,02/03/2016 9:26 AM,2,3,2016
00005021,M1E3E2,,1,,1,$20.00 ,5.75,Other,,28/02/2016 3:24 PM,28,2,2016
00005369,M4E3V6,,1,,10,$545.00 ,57.50,Formerly Homeless,,29/03/2016 1:02 PM,29,3,2016
00005369,M4E3V6,,1,,2,$40.00 ,11.50,Formerly Homeless,,29/03/2016 1:02 PM,29,3,2016
00005057,M6E5B3,,1,,24,"$1,465.00 ",138.00,Formerly Homeless,,01/03/2016 2:34 PM,1,3,2016
00005705,M4P2J1,,1,,18,"$1,130.00 ",103.50,Other,,23/04/2016 9:27 AM,23,4,2016
00005664,M5C1W4,,1,,4,$260.00 ,23.00,Formerly Homeless,,20/04/2016 2:45 PM,20,4,2016
00005695,M9R1V4,,3,,4,$80.00 ,23.00,Refugees,,22/04/2016 2:45 PM,22,4,2016
00005614,M9L1A2,3,2,1,22,"$1,370.00 ",126.50,Refugees,,18/04/2016 10:14 AM,18,4,2016
00005615,L5A3K7,3,2,1,9,$500.00 ,51.75,Refugees,,18/04/2016 10:53 AM,18,4,2016
00005626,M8W2Z5,3,2,1,7,$520.00 ,40.25,Women and/or Children,,18/04/2016 2:30 PM,18,4,2016
00003211,M9L1L1,3,1,2,21,"$1,540.00 ",120.75,Women and/or Children,,02/09/2015 8:55 AM,2,9,2015
00003191,M9V1G1,,1,,10,$655.00 ,57.50,Women and/or Children,,31/08/2015 3:42 PM,31,8,2015
00003138,M5V0C9,,3,,31,"$1,860.00 ",178.25,Immigrants,,26/08/2015 10:02 AM,26,8,2015
00003186,L4T2N6,,1,,9,$590.00 ,51.75,Formerly Homeless,,31/08/2015 12:14 PM,31,8,2015
00003193,M4X1G2,,1,,11,$805.00 ,63.25,Mental Illness,,31/08/2015 8:26 PM,31,8,2015
00003189,M4G2Z8,,1,,10,$760.00 ,57.50,Formerly Homeless,,31/08/2015 2:14 PM,31,8,2015
00003193,M4X1G2,,1,,4,$90.00 ,23.00,Mental Illness,,31/08/2015 8:26 PM,31,8,2015
00003120,L5A1A8,4,2,2,15,$970.00 ,86.25,Formerly Homeless,,25/08/2015 10:21 AM,25,8,2015
00003201,M6M4P7,,1,,11,$490.00 ,63.25,Refugees,,01/09/2015 11:33 AM,1,9,2015
00003053,M3L1A9,2,1,1,22,"$1,235.00 ",126.50,Women and/or Children,,18/08/2015 3:01 PM,18,8,2015
00003032,M1L1L3,1,1,0,25,"$1,295.00 ",143.75,Women and/or Children,,17/08/2015 2:44 PM,17,8,2015
00003057,M1L2S8,2,1,1,9,$625.00 ,51.75,Women and/or Children,,18/08/2015 4:14 PM,18,8,2015
00003214,M1G3S6,4,2,2,22,"$1,720.00 ",126.50,Refugees,,02/09/2015 11:42 AM,2,9,2015
00003244,M4L1Y1,,1,,12,$795.00 ,69.00,Formerly Homeless,,04/09/2015 5:23 PM,4,9,2015
00003192,M4C1L5,3,2,1,20,$755.00 ,115.00,Refugees,,31/08/2015 3:48 PM,31,8,2015
00003258,M6K2R9,,1,,8,$570.00 ,46.00,Formerly Homeless,,08/09/2015 4:50 PM,8,9,2015
00003187,M4C5L8,4,2,2,24,"$1,475.00 ",138.00,Immigrants,,31/08/2015 12:44 PM,31,8,2015
00003214,M1G3S6,4,2,2,4,$80.00 ,23.00,Refugees,,02/09/2015 11:42 AM,2,9,2015
00003258,M6K2R9,,1,,1,$20.00 ,5.75,Formerly Homeless,,08/09/2015 4:50 PM,8,9,2015
00003113,M9V1N4,2,1,1,2,$180.00 ,11.50,Women and/or Children,,24/08/2015 3:43 PM,24,8,2015
00003184,M1L3B7,,1,,12,"$1,000.00 ",69.00,Immigrants,,31/08/2015 10:23 AM,31,8,2015
00004349,M1R0C9,4,4,0,15,"$1,350.00 ",86.25,Refugees,,22/12/2015 9:25 AM,22,12,2015
00004348,M2J3B4,4,3,1,24,"$1,570.00 ",138.00,Refugees,,22/12/2015 9:18 AM,22,12,2015
00004350,M1W2N7,,4,,30,"$2,090.00 ",172.50,Refugees,,22/12/2015 9:31 AM,22,12,2015
00004352,M1T1A6,,1,,22,"$1,115.00 ",126.50,Refugees,,22/12/2015 9:39 AM,22,12,2015
00004360,M1W2N7,5,4,1,16,"$1,170.00 ",92.00,Refugees,,22/12/2015 2:44 PM,22,12,2015
00005019,M1G3S5,3,2,1,10,$745.00 ,57.50,Other,,28/02/2016 2:20 PM,28,2,2016
00004825,M1L3T8,,1,,2,$40.00 ,11.50,Refugees,,08/02/2016 3:02 PM,8,2,2016
00004552,M4H1E1,,2,,12,$780.00 ,69.00,Immigrants,,15/01/2016 4:25 PM,15,1,2016
00004344,M5N1G2,,,,15,$925.00 ,86.25,Mental Illness,,21/12/2015 12:06 PM,21,12,2015
00005019,M1G3S5,3,2,1,5,$100.00 ,28.75,Other,,28/02/2016 2:20 PM,28,2,2016
00005191,M9V4C4,7,1,6,1,$40.00 ,5.75,Women and/or Children,,10/03/2016 11:42 AM,10,3,2016
00003551,M4B1A2,2,1,1,11,$920.00 ,63.25,Other,,09/10/2015 11:02 AM,9,10,2015
00003628,m6m4h2,2,2,0,28,"$1,865.00 ",161.00,Refugees,,19/10/2015 4:08 PM,19,10,2015
00003649,M1L1K9,4,2,2,20,"$1,435.00 ",115.00,Refugees,,21/10/2015 11:30 AM,21,10,2015
00003712,M4Y1L2,,,,60,"$1,200.00 ",345.00,Formerly Homeless,,28/10/2015 9:18 AM,28,10,2015
00003651,M1E2R3,,1,,11,$715.00 ,63.25,Other,,21/10/2015 12:23 PM,21,10,2015
00003551,M4B1A2,2,1,1,1,$15.00 ,5.75,Other,,09/10/2015 11:02 AM,9,10,2015
00003680,L6X0K4,2,1,1,5,$310.00 ,28.75,Women and/or Children,,23/10/2015 2:16 PM,23,10,2015
00003564,M1J3E7,5,2,3,24,"$1,240.00 ",138.00,Women and/or Children,,09/10/2015 4:50 PM,9,10,2015
00003676,M9V1N8,,1,,13,$840.00 ,74.75,Other,,23/10/2015 11:42 AM,23,10,2015
00003576,M1K1R6,6,1,5,8,$410.00 ,46.00,Women and/or Children,,13/10/2015 3:33 PM,13,10,2015
00005779,M4J5A9,,,,23,"$1,485.00 ",132.25,Formerly Homeless,,28/04/2016 8:40 AM,28,4,2016
00005768,M4J4B6,,1,,16,"$1,035.00 ",92.00,Formerly Homeless,,27/04/2016 11:22 AM,27,4,2016
00005811,M9V1N8,,1,,2,$40.00 ,11.50,Formerly Homeless,,29/04/2016 4:21 PM,29,4,2016
00005406,M3C1G8,6,4,2,23,"$1,445.00 ",132.25,Immigrants,,31/03/2016 11:56 AM,31,3,2016
00005633,M5B2K5,,1,,28,"$1,855.00 ",161.00,Formerly Homeless,,19/04/2016 11:13 AM,19,4,2016
00005710,M1K4H7,,1,,14,$850.00 ,80.50,Formerly Homeless,,25/04/2016 9:49 AM,25,4,2016
00005424,M9R3Y8,,2,,27,"$1,520.00 ",155.25,Formerly Homeless,,01/04/2016 11:00 AM,1,4,2016
00005433,M5R1J6,,,,15,$985.00 ,86.25,Formerly Homeless,,01/04/2016 3:26 PM,1,4,2016
00005781,M6M2K8,,1,,18,"$1,420.00 ",103.50,Formerly Homeless,,28/04/2016 10:18 AM,28,4,2016
00005758,M9R3Y2,,1,,13,$965.00 ,74.75,Formerly Homeless,,26/04/2016 2:36 PM,26,4,2016
00005399,M1G3S6,7,2,5,5,$170.00 ,28.75,Formerly Homeless,,30/03/2016 3:42 PM,30,3,2016
00005936,M5A0J4,3,1,2,1,$20.00 ,5.75,Refugees,,10/05/2016 6:04 PM,10,5,2016
00005997,M5A0J4,3,1,2,6,$465.00 ,34.50,Refugees,,13/05/2016 4:59 PM,13,5,2016
00003862,M1H2Y7,3,2,1,14,"$1,070.00 ",80.50,Other,,07/11/2015 12:32 PM,7,11,2015
00003830,M5B2K6,,1,,1,$20.00 ,5.75,Formerly Homeless,,05/11/2015 2:33 PM,5,11,2015
00003746,M4G1W3,1,1,0,11,$820.00 ,63.25,Formerly Homeless,,29/10/2015 5:39 PM,29,10,2015
00003810,M3J1C3,,2,,7,$520.00 ,40.25,Refugees,,04/11/2015 6:07 PM,4,11,2015
00003585,M9N3P8,2,1,1,5,$530.00 ,28.75,Other,,14/10/2015 7:51 AM,14,10,2015
00003798,M6N1Y4,3,2,1,11,$945.00 ,63.25,Refugees,,04/11/2015 11:40 AM,4,11,2015
00003845,M2M1P2,,1,,6,$260.00 ,34.50,Women & Children,,06/11/2015 12:32 PM,6,11,2015
00003827,M9B5Z7,1,1,0,9,$395.00 ,51.75,Refugees,,05/11/2015 1:22 PM,5,11,2015
00003827,M9B5Z7,1,1,0,2,$40.00 ,11.50,Refugees,,05/11/2015 1:22 PM,5,11,2015
00003753,M6M5G8,2,1,1,13,$860.00 ,74.75,Women and/or Children,,30/10/2015 2:45 PM,30,10,2015
00004180,M4H1J4,,4,,2,$40.00 ,11.50,Immigrants,,04/12/2015 9:26 AM,4,12,2015
00004269,M1R1P5,3,1,2,17,$855.00 ,97.75,Women and/or Children,,14/12/2015 1:54 PM,14,12,2015
00004183,M4S1G5,,1,,14,$825.00 ,80.50,Formerly Homeless,,04/12/2015 11:18 AM,4,12,2015
00004183,M4S1G5,,1,,1,$20.00 ,5.75,Formerly Homeless,,04/12/2015 11:18 AM,4,12,2015
00004156,M9N1L8,,1,,11,$785.00 ,63.25,Women and/or Children,,01/12/2015 6:16 PM,1,12,2015
00004021,M1S2L7,5,1,4,18,"$2,000.00 ",103.50,Women and/or Children,,23/11/2015 11:24 AM,23,11,2015
00004069,L5K1T4,3,2,1,1,$60.00 ,5.75,Formerly Homeless,,25/11/2015 11:59 AM,25,11,2015
00004215,M3J2Z3,,2,,12,$780.00 ,69.00,Formerly Homeless,,08/12/2015 1:08 PM,8,12,2015
00004065,M8V3N3,,,,1,$50.00 ,5.75,Formerly Homeless,,25/11/2015 9:13 AM,25,11,2015
00004100,L6V3N4,,1,,13,$930.00 ,74.75,Formerly Homeless,,26/11/2015 3:21 PM,26,11,2015
00004361,M1J1J3,,1,,8,$410.00 ,46.00,Other,,22/12/2015 3:21 PM,22,12,2015
00004361,M1J1J3,,1,,1,$20.00 ,5.75,Other,,22/12/2015 3:21 PM,22,12,2015
00004083,M1J1Z1,,2,,10,$750.00 ,57.50,Other,,26/11/2015 10:43 AM,26,11,2015
00004405,M4C5L8,,2,,14,"$1,065.00 ",80.50,Other,,05/01/2016 11:09 AM,5,1,2016
00004259,M1L0B5,3,2,1,8,$525.00 ,46.00,Other,,12/12/2015 1:53 PM,12,12,2015
00004259,M1L0B5,3,2,1,1,$20.00 ,5.75,Other,,12/12/2015 1:53 PM,12,12,2015
00004247,M8V3V6,,1,,7,$665.00 ,40.25,Other,,10/12/2015 5:49 PM,10,12,2015
00004300,M4K3Y4,4,2,2,29,"$1,960.00 ",166.75,Immigrants & Newcomers,,16/12/2015 2:25 PM,16,12,2015
00004253,M2J3C5,2,1,1,27,"$1,600.00 ",155.25,Immigrants,,11/12/2015 12:10 PM,11,12,2015
00003024,M6L1B4,5,3,2,11,"$1,190.00 ",63.25,Other,,16/08/2015 3:24 PM,16,8,2015
00003099,M1K4P1,1,1,0,16,$880.00 ,92.00,Formerly Homeless,,21/08/2015 2:16 PM,21,8,2015
00003010,M1L4R4,,2,,19,"$1,190.00 ",109.25,Immigrants,,13/08/2015 1:57 PM,13,8,2015
00002982,M1G1R9,6,1,5,33,"$2,455.00 ",189.75,Other,,11/08/2015 12:13 PM,11,8,2015
00002943,M1K1P4,3,2,1,1,$80.00 ,5.75,Other,,06/08/2015 3:53 PM,6,8,2015
00003035,M1L1K9,4,2,2,15,"$1,240.00 ",86.25,Immigrants,,17/08/2015 4:06 PM,17,8,2015
00002882,M6C4R7,,1,,1,$20.00 ,5.75,Women and/or Children,,29/07/2015 6:03 PM,29,7,2015
00003011,M4C4X4,,2,,17,"$1,010.00 ",97.75,Immigrants,,13/08/2015 2:00 PM,13,8,2015
00004581,M2J3C5,4,2,2,33,"$2,160.00 ",189.75,Refugees,,19/01/2016 12:36 PM,19,1,2016
00005370,M6K2T8,,1,,2,$190.00 ,11.50,Formerly Homeless,,29/03/2016 2:30 PM,29,3,2016
00005052,M5V0C9,,1,,9,$745.00 ,51.75,Women & Children,,01/03/2016 11:31 AM,1,3,2016
00005082,M2J1L7,3,2,1,11,$880.00 ,63.25,Other,,02/03/2016 3:50 PM,2,3,2016
00005081,M8W4B8,3,1,2,7,$485.00 ,40.25,Women and/or Children,,02/03/2016 3:26 PM,2,3,2016
00005603,M1R4T7,,6,,21,"$1,290.00 ",120.75,Refugees,,15/04/2016 10:27 AM,15,4,2016
00005626,M8W2Z5,3,2,1,5,$95.00 ,28.75,Women and/or Children,,18/04/2016 2:30 PM,18,4,2016
00005672,M3N2M6,,1,,26,"$1,705.00 ",149.50,Mental Illness,,21/04/2016 11:01 AM,21,4,2016
00005648,M1L3E9,,2,,14,"$1,070.00 ",80.50,Immigrants,,20/04/2016 10:52 AM,20,4,2016
00005721,M9W0C6,3,2,1,1,$70.00 ,5.75,Other,,25/04/2016 12:16 PM,25,4,2016
00005703,L5B1J9,3,1,2,13,$620.00 ,74.75,Women and/or Children,,22/04/2016 5:39 PM,22,4,2016
00005718,M4MOC5,,1,,7,$380.00 ,40.25,Women and/or Children,,25/04/2016 11:31 AM,25,4,2016
00005719,,,1,,13,$945.00 ,74.75,Formerly Homeless,,25/04/2016 12:06 PM,25,4,2016
00003170,M1G3S6,3,1,2,7,$405.00 ,40.25,Women and/or Children,,28/08/2015 11:10 AM,28,8,2015
00003155,M1R1T1,6,2,4,7,$240.00 ,40.25,Formerly Homeless,,27/08/2015 11:57 AM,27,8,2015
00003201,M6M4P7,,1,,2,$25.00 ,11.50,Refugees,,01/09/2015 11:33 AM,1,9,2015
00005205,M1K4h8,,1,,2,$150.00 ,11.50,Formerly Homeless,,11/03/2016 8:31 AM,11,3,2016
00004857,M6N2H6,2,1,1,23,"$1,390.00 ",132.25,Formerly Homeless,,11/02/2016 9:46 AM,11,2,2016
00004842,M6M1P5,5,3,2,12,$845.00 ,69.00,Refugees,,10/02/2016 9:49 AM,10,2,2016
00004847,M4X1W5,3,1,2,20,"$1,480.00 ",115.00,Women and/or Children,,10/02/2016 11:04 AM,10,2,2016
00003680,L6X0K4,2,1,1,1,$20.00 ,5.75,Women and/or Children,,23/10/2015 2:16 PM,23,10,2015
00003642,M9R3B8,,1,,27,"$1,300.00 ",155.25,Formerly Homeless,,21/10/2015 9:45 AM,21,10,2015
00005032,M4M2V5,,,,21,"$1,290.00 ",120.75,Women and/or Children,,29/02/2016 12:01 PM,29,2,2016
00005119,M9M2C7,2,1,1,18,$959.99 ,103.50,Women and/or Children,,04/03/2016 9:47 AM,4,3,2016
00004966,L4T1X7,,,,12,$970.00 ,69.00,Refugees,,22/02/2016 4:53 PM,22,2,2016
00004981,M2M3V8,,1,,32,"$1,580.00 ",184.00,Refugees,,24/02/2016 10:25 AM,24,2,2016
00005726,M4K1V5,,1,,15,$710.00 ,86.25,Formerly Homeless,,25/04/2016 2:07 PM,25,4,2016
00005426,M1V1R1,4,2,2,9,$680.00 ,51.75,Refugees,,01/04/2016 11:24 AM,1,4,2016
00005714,M6J3H2,,1,,10,$695.00 ,57.50,Formerly Homeless,,25/04/2016 10:32 AM,25,4,2016
00005343,M2K2J8,2,1,1,4,$80.00 ,23.00,Refugees,,24/03/2016 12:54 PM,24,3,2016
00005530,M9N2T5,,1,,4,$440.00 ,23.00,Women and/or Children,,08/04/2016 3:56 PM,8,4,2016
00005751,M1S1E7,,1,,8,$295.00 ,46.00,Formerly Homeless,,26/04/2016 10:21 AM,26,4,2016
00005693,M4T1K2,5,2,3,10,$830.00 ,57.50,Refugees,,22/04/2016 1:31 PM,22,4,2016
00005723,M4B2T3,,3,,32,"$1,700.00 ",184.00,Women and/or Children,,25/04/2016 1:43 PM,25,4,2016
00005682,L6T1W2,,4,,26,"$1,860.00 ",149.50,Refugees,,21/04/2016 5:29 PM,21,4,2016
00005720,M4B2E8,2,1,1,26,"$1,575.00 ",149.50,Women and/or Children,,25/04/2016 12:14 PM,25,4,2016
00005724,L4W5H4,2,1,1,18,$990.00 ,103.50,Refugees,,25/04/2016 1:57 PM,25,4,2016
00002963,M9R3Y8,4,2,2,32,"$2,005.00 ",184.00,Formerly Homeless,,10/08/2015 1:51 PM,10,8,2015
00003014,M6P1N4,,1,,12,$610.00 ,69.00,Formerly Homeless,,13/08/2015 4:29 PM,13,8,2015
00003009,M6N1Y2,,1,,12,$670.00 ,69.00,Formerly Homeless,,13/08/2015 1:25 PM,13,8,2015
00003000,M1G1X1,4,2,2,25,"$1,745.00 ",143.75,Other,,12/08/2015 3:18 PM,12,8,2015
00003821,M6J0A7,1,1,0,15,$915.00 ,86.25,Mental Illness,,05/11/2015 11:54 AM,5,11,2015
00003821,M6J0A7,1,1,0,2,$40.00 ,11.50,Mental Illness,,05/11/2015 11:54 AM,5,11,2015
00003841,L6V1H2,4,1,3,34,"$2,195.00 ",195.50,Women and/or Children,,06/11/2015 10:59 AM,6,11,2015
00004067,M4H1J4,4,2,2,5,$250.00 ,28.75,Immigrants,,25/11/2015 10:30 AM,25,11,2015
00004122,M1E4S8,4,2,2,14,$870.00 ,80.50,Other,,28/11/2015 1:35 PM,28,11,2015
00004238,M6M1H9,3,2,1,2,$80.00 ,11.50,Formerly Homeless,,10/12/2015 12:02 PM,10,12,2015
00004122,M1E4S8,4,2,2,1,$20.00 ,5.75,Other,,28/11/2015 1:35 PM,28,11,2015
00004102,M6S3E3,,1,,8,$345.00 ,46.00,Other,,26/11/2015 4:30 PM,26,11,2015
00004140,M1G3S6,3,2,1,21,"$1,315.00 ",120.75,Other,,01/12/2015 9:53 AM,1,12,2015
00004066,M1T3P4,6,4,2,22,"$1,155.00 ",126.50,Women and/or Children,,25/11/2015 9:44 AM,25,11,2015
00004153,M1E2N1,,1,,11,$820.00 ,63.25,Other,,01/12/2015 5:05 PM,1,12,2015
00004098,M1V1J1,2,1,1,18,"$1,100.00 ",103.50,Formerly Homeless,,26/11/2015 2:11 PM,26,11,2015
00004255,M4C4P5,,1,,23,"$1,370.00 ",132.25,Formerly Homeless,,11/12/2015 3:37 PM,11,12,2015
00004298,M3N1A2,4,1,3,17,"$1,250.00 ",97.75,Women and/or Children,,16/12/2015 1:28 PM,16,12,2015
00004322,M6J0A7,,1,,24,"$1,485.00 ",138.00,Mental Illness,,18/12/2015 11:29 AM,18,12,2015
00004079,M3C1R9,3,2,1,22,"$1,475.00 ",126.50,Immigrants,,26/11/2015 10:08 AM,26,11,2015
00004297,M4B2A9,4,1,3,7,$490.00 ,40.25,Women and/or Children,,16/12/2015 11:59 AM,16,12,2015
00004249,L5B1N2,,2,,33,"$1,965.00 ",189.75,Refugees,,11/12/2015 11:06 AM,11,12,2015
00004050,L6Y1K7,3,1,2,18,"$1,130.00 ",103.50,Women and/or Children,,24/11/2015 12:33 PM,24,11,2015
00004369,M4L1R1,,1,,5,$300.00 ,28.75,Other,,24/12/2015 9:29 AM,24,12,2015
00004366,M4L3P6,2,1,1,8,$420.00 ,46.00,Women and/or Children,,23/12/2015 2:32 PM,23,12,2015
00004377,M9V3T1,6,5,1,26,"$1,900.00 ",149.50,Refugees,,29/12/2015 10:27 AM,29,12,2015
00004366,M4L3P6,2,1,1,1,$50.00 ,5.75,Women and/or Children,,23/12/2015 2:32 PM,23,12,2015
00004258,M9W3C4,,1,,8,$595.00 ,46.00,Refugees,,11/12/2015 4:59 PM,11,12,2015
00004425,L6T3L9,3,2,1,15,$625.00 ,86.25,Formerly Homeless,,06/01/2016 10:42 AM,6,1,2016
00004377,M9V3T1,6,5,1,7,$140.00 ,40.25,Refugees,,29/12/2015 10:27 AM,29,12,2015
00005079,M5E1A6,,1,,14,$860.00 ,80.50,Formerly Homeless,,02/03/2016 2:47 PM,2,3,2016
00005084,M9N1H7,5,4,1,15,"$1,180.00 ",86.25,Women and/or Children,,02/03/2016 4:54 PM,2,3,2016
00005071,M6K2R9,,1,,10,$605.00 ,57.50,Formerly Homeless,,02/03/2016 11:35 AM,2,3,2016
00005067,L5A2X3,,1,,7,$680.00 ,40.25,Formerly Homeless,,02/03/2016 10:23 AM,2,3,2016
00005074,M4C5L4,4,2,2,30,"$1,885.00 ",172.50,Immigrants,,02/03/2016 1:29 PM,2,3,2016
00005071,M6K2R9,,1,,1,$50.00 ,5.75,Formerly Homeless,,02/03/2016 11:35 AM,2,3,2016
00005077,L5M5X8,3,2,1,14,$750.00 ,80.50,Women and/or Children,,02/03/2016 2:25 PM,2,3,2016
00006142,M4B2G1,3,2,1,11,$595.00 ,63.25,Women and/or Children,,27/05/2016 3:16 PM,27,5,2016
00005410,M1C5B2,,1,,12,$905.00 ,69.00,Other,,31/03/2016 3:03 PM,31,3,2016
00005410,M1C5B2,,1,,4,$120.00 ,23.00,Other,,31/03/2016 3:03 PM,31,3,2016
00005836,M1P2X7,3,2,1,7,$730.00 ,40.25,Other,,03/05/2016 1:14 PM,3,5,2016
00003281,M1N1R6,6,1,5,31,"$2,245.00 ",178.25,Other,,11/09/2015 8:30 AM,11,9,2015
00003281,M1N1R6,6,1,5,1,$130.00 ,5.75,Other,,11/09/2015 8:30 AM,11,9,2015
00003190,M2R2J6,3,1,2,17,"$1,100.00 ",97.75,Refugees,,31/08/2015 2:18 PM,31,8,2015
00003031,M1P4N9,5,3,2,50,"$2,785.00 ",287.50,Women and/or Children,,17/08/2015 12:15 PM,17,8,2015
00003150,M9M2X2,5,4,1,33,"$1,815.00 ",189.75,Refugees,,26/08/2015 5:20 PM,26,8,2015
00003033,M6P3S2,,1,,22,"$1,240.00 ",126.50,Formerly Homeless,,17/08/2015 3:10 PM,17,8,2015
00003044,M6C2N8,,2,,19,"$1,375.00 ",109.25,Women & Children,,18/08/2015 10:07 AM,18,8,2015
00003081,M9B6B5,1,1,0,6,$430.00 ,34.50,Women and/or Children,,20/08/2015 10:39 AM,20,8,2015
00003159,M6K2X7,,2,,13,$745.00 ,74.75,Formerly Homeless,,27/08/2015 2:18 PM,27,8,2015
00003081,M9B6B5,1,1,0,2,$40.00 ,11.50,Women and/or Children,,20/08/2015 10:39 AM,20,8,2015
00003143,M6M4X7,,1,,15,$515.00 ,86.25,Formerly Homeless,,26/08/2015 1:07 PM,26,8,2015
00003108,M5A4B5,,1,,19,"$1,050.00 ",109.25,Formerly Homeless,,24/08/2015 10:36 AM,24,8,2015
00003207,M2N2V5,,3,,29,"$1,900.00 ",166.75,Formerly Homeless,,01/09/2015 4:47 PM,1,9,2015
00003256,M4J5A9,,1,,12,$530.00 ,69.00,Women and/or Children,,08/09/2015 3:16 PM,8,9,2015
00003179,M6G3E7,,1,,18,"$1,160.00 ",103.50,Formerly Homeless,,28/08/2015 2:26 PM,28,8,2015
00003316,M5V0J9,2,2,0,8,$545.00 ,46.00,Women & Children,,15/09/2015 1:54 PM,15,9,2015
00003177,M1J2G7,6,1,5,20,"$1,500.00 ",115.00,Other,,28/08/2015 1:56 PM,28,8,2015
00003316,M5V0J9,2,2,0,2,$40.00 ,11.50,Women & Children,,15/09/2015 1:54 PM,15,9,2015
00003323,M6K1G3,,1,,10,$310.00 ,57.50,Formerly Homeless,,15/09/2015 4:46 PM,15,9,2015
00003322,M6R2H3,,1,,27,"$1,325.00 ",155.25,Formerly Homeless,,15/09/2015 4:36 PM,15,9,2015
00004856,L5C2V3,,2,,6,$510.00 ,34.50,Formerly Homeless,,11/02/2016 9:45 AM,11,2,2016
00005165,M6K2J6,,1,,12,$885.00 ,69.00,Women & Children,,08/03/2016 2:57 PM,8,3,2016
00004982,M5A1W4,,1,,14,$785.00 ,80.50,Formerly Homeless,,24/02/2016 11:01 AM,24,2,2016
00004848,M4X1W5,5,1,4,31,"$1,825.00 ",178.25,Women and/or Children,,10/02/2016 11:19 AM,10,2,2016
00004856,L5C2V3,,2,,2,$40.00 ,11.50,Formerly Homeless,,11/02/2016 9:45 AM,11,2,2016
00005165,M6K2J6,,1,,2,$40.00 ,11.50,Women & Children,,08/03/2016 2:57 PM,8,3,2016
00004846,M5A2H5,,4,,10,$680.00 ,57.50,Refugees,,10/02/2016 10:37 AM,10,2,2016
00004853,M1E4S8,4,2,2,16,"$1,090.00 ",92.00,Refugees,,10/02/2016 3:11 PM,10,2,2016
00004852,M4X1G4,3,1,2,6,$210.00 ,34.50,Refugees,,10/02/2016 2:44 PM,10,2,2016
00004846,M5A2H5,,4,,4,$80.00 ,23.00,Refugees,,10/02/2016 10:37 AM,10,2,2016
00004854,M3N2T2,,1,,13,$895.00 ,74.75,Immigrants & Newcomers,,10/02/2016 3:28 PM,10,2,2016
00004860,M6A2K9,,2,,23,"$1,315.00 ",132.25,Women and/or Children,,11/02/2016 1:46 PM,11,2,2016
00004851,M1M1L8,,2,,16,$895.00 ,92.00,Immigrants,,10/02/2016 2:36 PM,10,2,2016
00004853,M1E4S8,4,2,2,2,$40.00 ,11.50,Refugees,,10/02/2016 3:11 PM,10,2,2016
00004557,L5R3E6,3,1,2,13,$895.00 ,74.75,Women and/or Children,,17/01/2016 7:50 PM,17,1,2016
